ID,LIMIT_BAL,SEX_2,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_2,MARRIAGE_3,AGE,DEFAULT,pay_sum,utilization_ratio_mean,bill_trend,bill_sum,pay_trend,payment_sum,payment_ratio_mean,loss_given_default
26053,140000,1,1,0,0,1,0,38,0,0,0.8561,27678.0,719131,1371.0,25714,0.0306,693417
26054,520000,1,0,0,0,0,0,43,0,0,0.2613,21471.0,815350,-5183.0,123735,0.0397,691615
26055,140000,1,1,0,0,1,0,29,0,0,0.3136,1411.0,263429,-2003.0,136409,0.1624,127020
26056,130000,1,0,0,0,1,0,26,0,-12,0.0018,205.0,1418,-819.0,2456,0.0031,-1038
26057,100000,1,0,0,0,1,0,27,0,0,0.6548,-10972.0,392851,2192.0,24425,0.0407,368426
26058,50000,1,0,1,0,0,0,27,1,4,0.6782,-9536.0,203456,9930.0,33985,0.1133,169471
26059,130000,1,1,0,0,1,0,27,1,-9,0.0,0.0,0,0.0,0,0.0,0
26060,200000,1,0,0,0,0,0,39,0,-6,0.0516,12288.0,61976,4821.0,40577,0.0338,21399
26061,280000,1,0,0,0,1,0,28,0,0,0.011,7.0,18512,-2411.0,13060,0.0078,5452
26062,240000,1,0,0,0,1,0,29,0,-12,0.2486,-75326.0,358011,-73351.0,343058,0.2382,14953
26063,90000,1,0,0,0,0,0,29,0,12,0.5557,-13502.0,300061,-10667.0,44000,0.0815,256061
26064,250000,1,0,0,0,1,0,29,0,0,0.3392,23703.0,508838,333.0,49000,0.0327,459838
26065,210000,1,0,0,0,1,0,29,0,-4,0.0072,-1138.0,9089,1095.0,7643,0.0061,1446
26066,90000,1,1,0,0,0,0,30,0,-12,0.0,0.0,0,0.0,0,0.0,0
26067,180000,1,0,0,1,1,0,30,0,-12,0.0,0.0,0,0.0,0,0.0,0
26068,500000,1,0,0,1,0,0,32,0,-2,0.0838,60416.0,251322,-4941.0,40597,0.0135,210725
26069,240000,1,0,0,0,0,0,32,0,-12,0.0124,1067.0,17858,521.0,15420,0.0107,2438
26070,50000,1,1,0,0,1,0,31,0,2,0.493,-3758.0,147898,372.0,8684,0.0289,139214
26071,400000,1,0,0,0,1,0,32,0,0,0.1234,-2955.0,296208,41.0,11086,0.0046,285122
26072,230000,1,0,0,0,1,0,33,1,1,0.0323,-7196.0,44551,-3833.0,30500,0.0221,14051
26073,400000,1,0,1,0,1,0,31,0,3,0.1509,10616.0,362243,-8325.0,65026,0.0271,297217
26074,80000,1,1,0,0,0,0,35,0,-9,0.0,0.0,0,0.0,0,0.0,0
26075,160000,1,1,0,0,1,0,37,0,-7,0.0175,640.0,16769,-725.0,9238,0.0096,7531
26076,430000,1,0,0,0,0,0,38,0,-6,-0.0006,281.0,-1554,-5333.0,18000,0.007,-19554
26077,90000,1,1,0,0,0,0,34,0,2,0.0471,2060.0,25422,3006.0,9698,0.018,15724
26078,80000,1,0,1,0,0,0,35,0,0,0.5359,23188.0,257231,1092.0,9567,0.0199,247664
26079,210000,1,1,0,0,1,0,36,0,-6,0.0215,-8881.0,27067,-3380.0,16696,0.0133,10371
26080,310000,1,1,0,0,0,0,46,0,-12,0.0613,9989.0,114065,8244.0,46706,0.0251,67359
26081,500000,1,1,0,0,0,0,39,0,-7,0.0046,4593.0,13778,689.0,2066,0.0007,11712
26082,70000,1,0,1,0,1,0,38,0,0,0.3468,15269.0,145665,667.0,8000,0.019,137665
26083,20000,1,1,0,0,0,0,36,0,11,0.9088,-2493.0,109056,1133.0,7200,0.06,101856
26084,210000,1,1,0,0,0,0,44,1,-12,0.0033,1366.0,4098,1366.0,4098,0.0033,0
26085,170000,1,0,1,0,0,0,40,0,0,0.8852,35385.0,902865,3567.0,37100,0.0364,865765
26086,390000,1,0,0,0,1,0,38,0,-4,0.0221,-6644.0,51795,7151.0,33378,0.0143,18417
26087,320000,1,1,0,0,0,0,43,1,2,1.1777,109978.0,2261095,3414.0,53759,0.028,2207336
26088,50000,1,1,0,0,0,0,37,0,0,0.7755,12488.0,232636,3474.0,17660,0.0589,214976
26089,100000,1,0,1,0,0,0,36,0,2,1.0012,59.0,600739,-6800.0,56200,0.0937,544539
26090,220000,1,0,0,0,0,0,39,0,-6,0.026,-5318.0,34292,-5743.0,35030,0.0265,-738
26091,300000,1,0,0,0,0,0,38,0,-1,0.0575,-2032.0,103457,627.0,5555,0.0031,97902
26092,160000,1,1,0,0,0,0,40,0,-10,0.0064,2034.0,6102,0.0,0,0.0,6102
26093,200000,1,0,1,0,0,0,45,0,-1,0.1677,36666.0,201243,2944.0,19815,0.0165,181428
26094,240000,1,0,0,0,0,0,43,0,-6,0.0636,6971.0,91590,14865.0,97785,0.0679,-6195
26095,90000,1,0,0,0,1,0,27,1,4,0.3283,-2980.0,177298,-333.0,8600,0.0159,168698
26096,50000,1,1,0,0,0,0,46,0,-6,0.1542,7123.0,46273,9367.0,32330,0.1078,13943
26097,210000,1,0,0,0,0,0,46,0,-12,0.0015,354.0,1834,354.0,1835,0.0015,-1
26098,290000,1,1,0,0,0,0,33,0,-3,-0.0721,75048.0,-125480,-78339.0,307661,0.1768,-433141
26099,160000,1,1,0,0,1,0,37,0,12,0.9293,-7117.0,892099,596.0,36411,0.0379,855688
26100,200000,1,0,0,0,0,0,31,0,-4,0.0378,3242.0,45389,4342.0,22855,0.019,22534
26101,260000,1,1,0,0,0,0,37,0,0,0.6896,4311.0,1075751,264.0,36433,0.0234,1039318
26102,30000,1,0,1,0,0,0,47,0,2,0.9556,-1530.0,172006,497.0,8872,0.0493,163134
26103,230000,1,1,0,0,1,0,36,0,-12,0.0011,2.0,1559,-899.0,4420,0.0032,-2861
26104,220000,1,0,1,0,1,0,39,0,0,0.7237,22917.0,955304,346.0,33563,0.0254,921741
26105,140000,1,0,0,0,1,0,27,0,-5,0.0456,2516.0,38296,3587.0,32918,0.0392,5378
26106,80000,1,1,0,0,0,0,38,0,0,0.5508,427.0,264370,33.0,12100,0.0252,252270
26107,450000,1,0,0,0,0,0,49,0,-3,0.0135,-11741.0,36338,-6197.0,24666,0.0091,11672
26108,160000,1,1,0,0,0,0,45,0,0,0.4652,42070.0,446566,-21682.0,87553,0.0912,359013
26109,100000,1,0,0,0,0,0,27,1,3,0.7647,400.0,458813,-503.0,14412,0.024,444401
26110,250000,1,1,0,0,0,0,39,0,-6,0.014,274.0,21001,1443.0,12932,0.0086,8069
26111,80000,1,1,0,0,0,0,38,0,-11,0.0008,-130.0,390,-130.0,390,0.0008,0
26112,180000,1,0,0,0,1,0,35,0,-12,0.021,3148.0,22674,1273.0,16256,0.0151,6418
26113,720000,1,1,0,0,1,0,38,0,-9,0.0042,-4.0,17997,3026.0,13423,0.0031,4574
26114,180000,1,1,0,0,0,0,27,0,0,0.0168,1822.0,18094,1037.0,3235,0.003,14859
26115,230000,1,0,0,0,0,0,32,0,-12,0.0059,-858.0,8121,-1782.0,5347,0.0039,2774
26116,200000,1,1,0,0,1,0,32,0,-9,0.0,0.0,0,0.0,0,0.0,0
26117,80000,1,1,0,0,0,0,36,0,0,0.9638,-729.0,462633,433.0,21100,0.044,441533
26118,100000,1,1,0,0,0,0,30,0,-3,0.8061,41379.0,483686,-24828.0,94598,0.1577,389088
26119,200000,1,0,0,0,1,0,30,0,0,0.1925,1074.0,230993,255.0,9603,0.008,221390
26120,200000,1,0,1,0,0,0,32,1,0,0.6978,-9928.0,837390,394.0,34395,0.0287,802995
26121,50000,1,1,0,0,0,0,30,0,-1,0.2815,17906.0,84449,-16067.0,56200,0.1873,28249
26122,380000,1,0,0,0,0,0,36,1,-4,0.0973,-52225.0,221830,-17244.0,216767,0.0951,5063
26123,250000,1,1,0,0,0,0,41,0,0,0.7643,44995.0,1146400,3589.0,44498,0.0297,1101902
26124,220000,1,1,0,0,1,0,47,0,-9,0.0452,-18112.0,59609,-10215.0,58105,0.044,1504
26125,70000,1,1,0,0,1,0,33,0,2,0.8553,7647.0,359226,2020.0,13429,0.032,345797
26126,10000,1,1,0,0,0,0,40,0,-1,0.4669,-1973.0,28012,37.0,6112,0.1019,21900
26127,60000,1,1,0,0,1,0,35,0,-2,0.1636,3237.0,58890,-7187.0,59346,0.1648,-456
26128,200000,1,0,1,0,0,0,44,1,-9,0.0,0.0,0,0.0,0,0.0,0
26129,200000,1,1,0,0,0,0,30,0,-6,0.0351,14057.0,42172,349.0,1048,0.0009,41124
26130,300000,1,0,0,0,1,0,48,0,-12,0.0,0.0,0,0.0,0,0.0,0
26131,260000,1,0,1,0,1,0,36,0,0,0.4483,8777.0,699338,-62.0,24473,0.0157,674865
26132,130000,1,0,1,0,0,0,44,0,-6,0.0202,-1386.0,15729,-405.0,16622,0.0213,-893
26133,30000,1,1,0,0,0,0,29,0,6,0.9261,-1937.0,166706,-33.0,7300,0.0406,159406
26134,170000,1,0,0,0,0,0,30,1,4,0.9877,6027.0,1007446,1105.0,43216,0.0424,964230
26135,210000,1,1,0,0,0,0,29,0,-12,0.0195,-1365.0,24623,-6550.0,32574,0.0259,-7951
26136,50000,1,0,1,0,1,0,44,0,0,0.712,10035.0,213595,-864.0,13433,0.0448,200162
26137,600000,1,0,0,0,1,0,36,0,-12,0.0316,-844.0,113645,-29457.0,118430,0.0329,-4785
26138,180000,1,0,1,0,0,0,37,0,0,0.6473,40576.0,699069,1604.0,23433,0.0217,675636
26139,100000,1,0,0,0,1,0,29,1,12,0.6004,-3724.0,360217,-1567.0,16700,0.0278,343517
26140,210000,1,0,0,0,0,0,46,0,-12,0.0094,1543.0,11820,1746.0,8163,0.0065,3657
26141,150000,1,1,0,0,0,0,37,0,-6,0.0166,-1385.0,14914,-1355.0,12040,0.0134,2874
26142,360000,1,0,1,0,1,0,30,0,-2,0.0437,7113.0,94492,4683.0,51554,0.0239,42938
26143,330000,1,0,0,0,0,0,32,0,0,0.41,17379.0,811723,448.0,29343,0.0148,782380
26144,300000,1,1,0,0,1,0,43,0,-6,0.0009,-212.0,1635,-41.0,1136,0.0006,499
26145,250000,1,0,0,0,1,0,42,0,-2,0.1724,26608.0,258671,46365.0,140176,0.0935,118495
26146,230000,1,1,0,0,0,0,48,0,0,1.1738,101852.0,1619851,-5283.0,84850,0.0615,1535001
26147,20000,1,0,1,0,1,0,47,0,-1,0.0481,1405.0,5776,-130.0,1950,0.0162,3826
26148,210000,1,0,0,0,0,0,35,0,-12,0.0048,2025.0,6075,1302.0,4205,0.0033,1870
26149,80000,1,1,0,0,1,0,36,1,6,1.0171,5825.0,488213,1663.0,22804,0.0475,465409
26150,250000,1,0,0,0,1,0,39,0,3,0.0777,-2562.0,116491,-4751.0,96950,0.0646,19541
26151,50000,1,1,0,0,0,0,34,1,14,0.9347,3028.0,280407,-333.0,10000,0.0333,270407
26152,200000,1,0,0,1,0,0,42,0,0,0.4031,68776.0,483753,2233.0,14410,0.012,469343
26153,290000,1,0,1,0,1,0,35,0,0,0.5861,-10201.0,1019764,1700.0,39100,0.0225,980664
26154,310000,1,0,1,0,0,0,43,0,0,0.0207,1416.0,38516,483.0,5449,0.0029,33067
26155,270000,1,0,0,0,1,0,28,0,3,0.2641,45112.0,427908,-1665.0,45004,0.0278,382904
26156,200000,1,0,0,0,1,0,33,0,-12,0.0005,-28.0,654,-123.0,369,0.0003,285
26157,290000,1,1,0,0,0,0,32,0,0,0.4554,57067.0,792381,1590.0,28651,0.0165,763730
26158,220000,1,1,0,0,1,0,29,0,0,0.6337,-12267.0,836470,-1960.0,38361,0.0291,798109
26159,500000,1,0,0,0,0,0,35,1,-6,0.0205,-9338.0,61389,-8565.0,58644,0.0195,2745
26160,370000,1,0,1,0,1,0,31,0,-3,0.0385,1042.0,85452,-1539.0,93806,0.0423,-8354
26161,100000,1,1,0,0,0,0,44,0,-4,-0.026,-4414.0,-15581,-6216.0,18648,0.0311,-34229
26162,210000,1,0,0,0,0,0,44,0,0,0.5329,2771.0,671469,1500.0,27500,0.0218,643969
26163,310000,1,0,1,0,1,0,38,0,-7,0.0398,-18980.0,73939,15133.0,55535,0.0299,18404
26164,200000,1,1,0,0,0,0,27,0,0,0.8219,-8968.0,986269,110.0,37825,0.0315,948444
26165,110000,1,0,0,0,1,0,28,1,0,0.3114,68541.0,205516,1133.0,3400,0.0052,202116
26166,130000,1,1,0,0,0,0,30,0,0,0.2584,13220.0,201561,67.0,11200,0.0144,190361
26167,130000,1,0,0,0,1,0,34,0,0,0.2625,11552.0,204721,-667.0,20000,0.0256,184721
26168,80000,1,1,0,0,0,0,35,1,5,0.7643,17245.0,366868,-597.0,12228,0.0255,354640
26169,30000,1,0,0,0,0,0,47,1,6,0.9421,-3579.0,169573,1267.0,9200,0.0511,160373
26170,50000,1,0,0,0,0,0,39,0,-5,0.0581,2876.0,17432,5811.0,17432,0.0581,0
26171,160000,1,1,0,0,0,0,30,1,4,0.8453,50052.0,811522,440.0,20748,0.0216,790774
26172,80000,1,1,0,0,0,0,45,0,0,0.8672,-2828.0,416252,-123.0,15254,0.0318,400998
26173,100000,1,1,0,0,1,0,37,0,-8,0.002,390.0,1170,260.0,780,0.0013,390
26174,10000,1,1,0,0,1,0,46,1,9,0.3886,-2260.0,23315,767.0,4300,0.0717,19015
26175,90000,1,1,0,0,0,0,30,0,-4,0.0427,-6854.0,23045,1588.0,10764,0.0199,12281
26176,360000,1,1,0,0,0,0,38,0,0,0.1245,-3790.0,268959,-793.0,12723,0.0059,256236
26177,670000,1,0,0,0,0,0,43,0,0,0.086,2667.0,345847,24.0,60323,0.015,285524
26178,150000,1,0,1,0,1,0,28,0,-12,0.0,0.0,0,0.0,0,0.0,0
26179,150000,1,0,0,0,1,0,28,0,0,0.0901,407.0,81126,-500.0,10900,0.0121,70226
26180,230000,1,0,0,0,0,0,35,0,-8,0.0166,7636.0,22909,0.0,0,0.0,22909
26181,230000,1,1,0,0,0,0,30,0,-5,0.0076,1959.0,10433,815.0,4445,0.0032,5988
26182,120000,1,1,0,0,1,0,33,0,0,0.9531,29895.0,686255,1040.0,26120,0.0363,660135
26183,170000,1,0,0,0,0,0,33,0,-4,0.0047,716.0,4804,682.0,3486,0.0034,1318
26184,200000,1,1,0,0,0,0,35,0,1,0.0541,20721.0,64880,3023.0,9070,0.0076,55810
26185,450000,1,1,0,0,0,0,38,1,-12,0.0009,0.0,2340,130.0,2730,0.001,-390
26186,200000,1,0,0,0,1,0,32,0,-5,0.0326,10715.0,39146,10917.0,34751,0.029,4395
26187,310000,1,1,0,0,0,0,33,0,0,0.2306,1975.0,428842,72.0,15085,0.0081,413757
26188,50000,1,0,0,0,1,0,30,0,-12,0.0069,690.0,2070,690.0,2070,0.0069,0
26189,140000,1,1,0,0,0,0,36,1,0,0.0305,-2100.0,25635,-121.0,19091,0.0227,6544
26190,250000,1,0,0,0,1,0,37,0,-6,0.0199,-5814.0,29803,-21213.0,91344,0.0609,-61541
26191,310000,1,0,0,0,1,0,31,0,0,0.506,24745.0,941113,1504.0,41512,0.0223,899601
26192,80000,1,0,0,0,1,0,31,0,0,0.8044,10416.0,386093,715.0,15054,0.0314,371039
26193,200000,1,1,0,0,0,0,29,1,-12,0.0364,2800.0,43738,4054.0,43831,0.0365,-93
26194,90000,1,0,1,0,0,0,47,0,0,0.716,44360.0,386667,758.0,21661,0.0401,365006
26195,160000,1,0,1,0,0,0,45,0,-12,0.0195,971.0,18754,552.0,17985,0.0187,769
26196,180000,1,0,0,0,1,0,27,0,-5,0.0029,-27.0,3140,1047.0,3140,0.0029,0
26197,310000,1,1,0,0,0,0,33,0,0,0.2494,12637.0,463855,1268.0,18205,0.0098,445650
26198,280000,1,0,0,1,1,0,29,0,-4,0.0104,5825.0,17475,1833.0,5500,0.0033,11975
26199,90000,1,1,0,0,1,0,43,0,2,0.2359,-3357.0,127399,-3667.0,25000,0.0463,102399
26200,210000,1,1,0,0,1,0,39,0,0,0.967,-12196.0,1218442,-105.0,43916,0.0349,1174526
26201,200000,1,0,0,0,1,0,27,0,-8,0.0002,11.0,235,-34.0,101,0.0001,134
26202,70000,1,1,0,0,0,0,48,0,0,0.3077,1098.0,129243,833.0,8500,0.0202,120743
26203,320000,1,1,0,0,1,0,31,0,-12,0.0101,2005.0,19441,2900.0,15839,0.0082,3602
26204,210000,1,0,0,0,1,0,33,0,-12,0.0014,574.0,1723,0.0,0,0.0,1723
26205,130000,1,0,0,0,1,0,27,0,0,0.2704,2429.0,210934,333.0,17000,0.0218,193934
26206,80000,1,1,0,0,0,0,27,0,-7,0.0032,0.0,1560,520.0,1560,0.0032,0
26207,370000,1,1,0,0,0,0,47,0,-11,0.0085,-540.0,18915,-10749.0,54596,0.0246,-35681
26208,180000,1,0,1,0,0,0,36,0,-1,0.2944,-96150.0,317944,36998.0,131965,0.1222,185979
26209,310000,1,0,0,0,0,0,43,0,0,0.2116,2736.0,393607,3006.0,29018,0.0156,364589
26210,280000,1,1,0,0,1,0,27,0,-6,0.0026,-1466.0,4399,-1346.0,4997,0.003,-598
26211,150000,1,1,0,0,0,0,27,0,-2,0.7741,-36039.0,696658,48692.0,176148,0.1957,520510
26212,180000,1,0,0,0,0,0,29,0,3,0.2168,-4754.0,234180,-2633.0,17900,0.0166,216280
26213,140000,1,0,0,0,1,0,31,0,-6,0.025,444.0,20961,1077.0,14670,0.0175,6291
26214,430000,1,0,0,0,1,0,34,0,-3,0.0124,1072.0,31889,2392.0,27819,0.0108,4070
26215,360000,1,0,0,0,1,0,37,0,-12,0.1499,107933.0,323800,110872.0,332616,0.154,-8816
26216,240000,1,0,0,0,0,0,42,0,-2,0.0166,6092.0,23915,5004.0,24421,0.017,-506
26217,140000,1,1,0,0,1,0,30,1,7,0.0104,2844.0,8729,459.0,1474,0.0018,7255
26218,200000,1,0,0,0,0,0,34,0,0,0.1004,-37224.0,120512,-33623.0,117130,0.0976,3382
26219,80000,1,1,0,0,0,0,37,1,0,0.9048,4606.0,434290,279.0,16273,0.0339,418017
26220,100000,1,1,0,0,1,0,38,0,0,0.7345,32578.0,440701,2185.0,14657,0.0244,426044
26221,210000,1,0,0,0,0,0,40,0,-6,0.0019,-187.0,2456,-423.0,3166,0.0025,-710
26222,250000,1,1,0,0,0,0,37,0,-5,0.0209,-3934.0,31277,-3408.0,31277,0.0209,0
26223,50000,1,0,1,0,0,0,38,0,0,0.691,30792.0,207310,3473.0,16420,0.0547,190890
26224,400000,1,0,0,0,0,0,28,0,-5,0.0101,634.0,24288,8.0,16895,0.007,7393
26225,150000,1,1,0,0,1,0,37,0,0,0.0411,1425.0,37016,366.0,17103,0.019,19913
26226,280000,1,1,0,0,1,0,39,0,0,0.4071,23491.0,683972,1952.0,26156,0.0156,657816
26227,100000,1,1,0,0,0,0,29,0,-12,0.0,0.0,0,0.0,0,0.0,0
26228,610000,1,0,0,0,1,0,38,0,0,0.8998,145698.0,3293126,5721.0,115764,0.0316,3177362
26229,120000,1,1,0,0,1,0,30,0,0,0.9959,5221.0,717064,1901.0,30948,0.043,686116
26230,180000,1,1,0,0,1,0,44,0,0,0.1362,220.0,147126,501.0,8502,0.0079,138624
26231,270000,1,0,1,0,0,0,47,1,-1,0.0003,82.0,492,82.0,246,0.0002,246
26232,110000,1,0,1,0,0,0,36,0,0,0.6951,54454.0,458798,3963.0,22553,0.0342,436245
26233,90000,1,0,1,0,0,0,40,0,0,0.8438,29555.0,455630,1738.0,17254,0.032,438376
26234,120000,1,0,0,0,1,0,48,0,-3,0.4574,89169.0,329308,-17267.0,71800,0.0997,257508
26235,50000,1,0,1,0,0,0,35,1,13,1.0114,901.0,303413,695.0,9917,0.0331,293496
26236,160000,1,0,1,0,1,0,32,1,-6,0.0195,-1196.0,18719,-3703.0,28059,0.0292,-9340
26237,500000,1,1,0,0,0,0,48,0,0,0.1214,30972.0,364183,-16.0,16141,0.0054,348042
26238,440000,1,1,0,0,1,0,28,0,0,0.7956,110567.0,2100358,5049.0,85464,0.0324,2014894
26239,330000,1,1,0,0,0,0,31,0,-5,0.0043,99.0,8596,61.0,7417,0.0037,1179
26240,200000,1,1,0,0,1,0,33,0,0,0.3429,-4202.0,411439,-45.0,16265,0.0136,395174
26241,250000,1,1,0,0,1,0,33,0,0,0.6205,-10203.0,930802,-233.0,37300,0.0249,893502
26242,140000,1,1,0,0,0,0,37,0,0,0.2539,37860.0,213294,1333.0,26000,0.031,187294
26243,260000,1,0,0,0,0,0,36,0,0,0.7014,33444.0,1094241,-1667.0,85000,0.0545,1009241
26244,60000,1,0,0,0,0,0,45,1,5,0.6923,32600.0,249231,1533.0,7600,0.0211,241631
26245,500000,1,0,0,0,0,0,37,0,0,0.7432,191907.0,2229567,5660.0,64059,0.0214,2165508
26246,130000,1,1,0,0,1,0,30,0,0,0.733,29662.0,571745,811.0,22044,0.0283,549701
26247,80000,1,1,0,0,0,0,30,1,7,0.7636,20393.0,366519,1467.0,12800,0.0267,353719
26248,150000,1,1,0,0,1,0,44,0,0,0.2797,-5228.0,251755,1169.0,13764,0.0153,237991
26249,120000,1,0,0,0,0,0,31,0,-6,0.0441,5543.0,31726,8933.0,32236,0.0448,-510
26250,90000,1,0,0,0,1,0,31,0,-9,0.0,0.0,0,0.0,0,0.0,0
26251,210000,1,0,0,0,0,1,31,0,-3,0.2659,-85882.0,334990,14569.0,127169,0.1009,207821
26252,280000,1,0,0,0,0,0,45,0,-12,0.074,2876.0,124280,2115.0,115583,0.0688,8697
26253,240000,1,0,0,0,1,0,28,0,-12,-0.0046,745.0,-6576,-608.0,1823,0.0013,-8399
26254,230000,1,1,0,0,1,0,29,0,-7,0.0067,645.0,9265,676.0,9973,0.0072,-708
26255,30000,1,1,0,0,0,0,29,0,-1,0.7989,9222.0,143808,-4674.0,22328,0.124,121480
26256,60000,1,1,0,0,0,0,29,0,0,0.7294,33843.0,262597,-8014.0,35847,0.0996,226750
26257,360000,1,0,0,0,0,0,30,0,-5,0.0243,14487.0,52496,8861.0,32784,0.0152,19712
26258,90000,1,0,0,0,1,0,33,0,0,0.653,-2337.0,352604,592.0,16423,0.0304,336181
26259,180000,1,0,0,0,0,0,33,0,-6,0.0116,970.0,12489,461.0,9414,0.0087,3075
26260,10000,1,0,1,0,0,0,33,0,-9,0.0,0.0,0,0.0,0,0.0,0
26261,210000,1,0,0,0,0,0,34,1,-8,0.003,1280.0,3839,446.0,1338,0.0011,2501
26262,30000,1,0,0,0,0,0,34,0,-12,0.1254,1480.0,22580,3055.0,21305,0.1184,1275
26263,200000,1,0,0,0,1,0,34,0,-4,0.0233,-2288.0,27961,3394.0,16254,0.0135,11707
26264,90000,1,1,0,0,0,0,32,0,0,0.8578,24438.0,463212,1943.0,17644,0.0327,445568
26265,50000,1,0,1,0,0,0,44,0,0,0.955,-2428.0,286500,53.0,11011,0.0367,275489
26266,30000,1,1,0,0,0,0,46,0,3,0.8525,887.0,153452,589.0,4241,0.0236,149211
26267,220000,1,0,0,0,1,0,35,0,-6,0.0269,554.0,35497,1333.0,33360,0.0253,2137
26268,500000,1,1,0,0,0,0,46,0,-2,0.0923,-66261.0,276961,35082.0,120551,0.0402,156410
26269,60000,1,0,1,0,0,0,47,0,0,0.6096,-3015.0,219450,512.0,9665,0.0268,209785
26270,110000,1,1,0,0,0,0,41,0,0,0.7132,46478.0,470695,689.0,32066,0.0486,438629
26271,360000,1,0,1,0,0,0,43,1,-10,0.0033,1896.0,7196,355.0,4542,0.0021,2654
26272,30000,1,0,1,0,1,0,42,0,2,0.8319,2593.0,149745,1029.0,8517,0.0473,141228
26273,300000,1,1,0,0,0,0,38,0,-12,0.0,0.0,0,0.0,0,0.0,0
26274,490000,1,0,0,0,0,0,36,0,-12,0.0109,-1045.0,32156,1786.0,35524,0.0121,-3368
26275,210000,1,0,0,0,0,0,36,0,-4,0.0404,15592.0,50917,1623.0,48938,0.0388,1979
26276,280000,1,0,0,0,0,0,37,0,-4,0.0026,-309.0,4302,428.0,2680,0.0016,1622
26277,60000,1,1,0,0,0,0,36,0,9,0.0506,-1155.0,18234,700.0,3100,0.0086,15134
26278,490000,1,1,0,0,0,0,38,0,-12,0.0005,-473.0,1419,-806.0,2419,0.0008,-1000
26279,50000,1,0,1,0,0,0,45,1,0,0.1251,-2174.0,37517,837.0,4125,0.0138,33392
26280,200000,1,1,0,0,0,0,35,0,-9,0.0,0.0,0,-955.0,2865,0.0024,-2865
26281,70000,1,0,0,0,1,0,43,0,9,0.7652,9140.0,321399,-161.0,11517,0.0274,309882
26282,260000,1,1,0,0,1,0,29,0,0,0.0363,7512.0,56649,2676.0,20027,0.0128,36622
26283,460000,1,1,0,0,0,0,40,0,0,0.2615,17303.0,721722,1435.0,24604,0.0089,697118
26284,200000,1,0,1,0,0,0,41,0,-3,0.0105,-1222.0,12653,548.0,8007,0.0067,4646
26285,320000,1,1,0,0,0,0,42,1,-10,0.0042,2715.0,8144,0.0,0,0.0,8144
26286,230000,1,0,1,0,0,1,48,0,0,0.2416,-13744.0,333369,934.0,37197,0.027,296172
26287,350000,1,0,0,0,0,0,30,0,0,0.1325,-2151.0,278192,9514.0,43458,0.0207,234734
26288,230000,1,0,0,0,0,0,31,0,0,0.0556,1811.0,76762,2473.0,7418,0.0054,69344
26289,20000,1,0,1,0,1,0,47,1,3,0.916,-3181.0,109920,67.0,9000,0.075,100920
26290,230000,1,1,0,0,0,0,43,0,0,0.1894,-2421.0,261408,370.0,12259,0.0089,249149
26291,80000,1,1,0,0,0,0,35,0,-4,0.0752,10231.0,36084,2445.0,9234,0.0192,26850
26292,110000,1,1,0,0,0,0,40,0,0,0.846,7690.0,558391,24479.0,97438,0.1476,460953
26293,360000,1,0,0,0,0,0,30,0,-8,0.0027,-271.0,5823,1381.0,5930,0.0027,-107
26294,80000,1,1,0,0,1,0,34,0,-4,0.0132,-1277.0,6350,40.0,5121,0.0107,1229
26295,350000,1,1,0,0,0,0,35,1,-3,0.0017,-10.0,3518,-119.0,2658,0.0013,860
26296,70000,1,1,0,0,0,0,47,0,-2,0.9193,77014.0,386104,987.0,28247,0.0673,357857
26297,360000,1,0,1,0,1,0,29,0,-4,0.016,-1734.0,34641,1547.0,24640,0.0114,10001
26298,240000,1,0,0,0,0,0,32,1,12,0.9223,-18020.0,1328071,4333.0,48000,0.0333,1280071
26299,80000,1,1,0,0,1,0,34,0,0,0.5151,22967.0,247270,798.0,8923,0.0186,238347
26300,140000,1,1,0,0,1,0,29,0,2,0.4611,-1334.0,387288,1369.0,19106,0.0227,368182
26301,50000,1,0,0,0,1,0,33,1,3,0.8586,27512.0,257567,-22474.0,78823,0.2627,178744
26302,130000,1,0,1,0,1,0,35,0,0,0.0578,-5311.0,45048,333.0,9000,0.0115,36048
26303,160000,1,1,0,0,1,0,44,0,0,0.8254,12273.0,792343,5000.0,145000,0.151,647343
26304,160000,1,1,0,0,0,0,42,0,-4,0.0004,115.0,346,0.0,0,0.0,346
26305,90000,1,0,0,0,1,0,29,0,0,0.1415,-6624.0,76413,-10328.0,87016,0.1611,-10603
26306,50000,1,1,0,0,0,0,42,0,0,0.8726,-2889.0,261793,-17.0,10928,0.0364,250865
26307,210000,1,0,0,0,1,0,29,0,-3,0.0262,8393.0,33047,8468.0,32821,0.026,226
26308,20000,1,0,0,0,1,0,29,1,2,0.8738,-2734.0,104852,767.0,7300,0.0608,97552
26309,200000,1,0,0,0,1,0,29,0,-6,0.0544,-15042.0,65237,-15476.0,63773,0.0531,1464
26310,230000,1,0,0,0,0,0,31,0,-7,0.0023,-620.0,3106,-396.0,3388,0.0025,-282
26311,150000,1,0,1,0,0,0,43,0,-12,0.0,0.0,0,0.0,0,0.0,0
26312,210000,1,1,0,0,1,0,28,0,-12,0.0013,-526.0,1577,526.0,1577,0.0013,0
26313,290000,1,0,0,0,0,0,33,1,-12,0.0,0.0,0,0.0,0,0.0,0
